167	Draft	Improper Handling of Additional Special Element
168	Draft	Improper Handling of Inconsistent Special Elements
170	Incomplete	Improper Null Termination
172	Draft	Encoding Error
173	Draft	Improper Handling of Alternate Encoding
174	Draft	Double Decoding of the Same Data
175	Draft	Improper Handling of Mixed Encoding
176	Draft	Improper Handling of Unicode Encoding
177	Draft	Improper Handling of URL Encoding (Hex Encoding)
178	Incomplete	Improper Handling of Case Sensitivity
179	Incomplete	Incorrect Behavior Order: Early Validation
180	Draft	Incorrect Behavior Order: Validate Before Canonicalize
181	Draft	Incorrect Behavior Order: Validate Before Filter
182	Draft	Collapse of Data into Unsafe Value
183	Draft	Permissive List of Allowed Inputs
184	Draft	Incomplete List of Disallowed Inputs
185	Draft	Incorrect Regular Expression
186	Draft	Overly Restrictive Regular Expression
187	Incomplete	Partial String Comparison
188	Draft	Reliance on Data/Memory Layout
190	Stable	Integer Overflow or Wraparound
191	Draft	Integer Underflow (Wrap or Wraparound)
192	Incomplete	Integer Coercion Error
193	Draft	Off-by-one Error
194	Incomplete	Unexpected Sign Extension
195	Draft	Signed to Unsigned Conversion Error
196	Draft	Unsigned to Signed Conversion Error
197	Incomplete	Numeric Truncation Error
198	Draft	Use of Incorrect Byte Ordering
200	Draft	Exposure of Sensitive Information to an Unauthorized Actor
201	Draft	Exposure of Sensitive Information Through Sent Data
202	Draft	Exposure of Sensitive Information Through Data Queries
203	Incomplete	Observable Discrepancy
204	Incomplete	Observable Response Discrepancy
205	Incomplete	Observable Behavioral Discrepancy
206	Incomplete	Observable Internal Behavioral Discrepancy
207	Draft	Observable Behavioral Discrepancy With Equivalent Products
208	Incomplete	Observable Timing Discrepancy
209	Draft	Generation of Error Message Containing Sensitive Information
210	Draft	Self-generated Error Message Containing Sensitive Information
211	Incomplete	Externally-Generated Error Message Containing Sensitive Information
212	Incomplete	Improper Removal of Sensitive Information Before Storage or Transfer
213	Draft	Exposure of Sensitive Information Due to Incompatible Policies
214	Incomplete	Invocation of Process Using Visible Sensitive Information
215	Draft	Insertion of Sensitive Information Into Debugging Code
216	Deprecated	DEPRECATED: Containment Errors (Container Errors)
217	Deprecated	DEPRECATED: Failure to Protect Stored Data from Modification
218	Deprecated	DEPRECATED (Duplicate): Failure to provide confidentiality for stored data
219	Draft	Storage of File with Sensitive Data Under Web Root
220	Draft	Storage of File With Sensitive Data Under FTP Root
221	Incomplete	Information Loss or Omission
222	Draft	Truncation of Security-relevant Information
223	Draft	Omission of Security-relevant Information
224	Incomplete	Obscured Security-relevant Information by Alternate Name
225	Deprecated	DEPRECATED (Duplicate): General Information Management Problems
226	Draft	Sensitive Information Uncleared in Resource Before Release for Reuse
228	Incomplete	Improper Handling of Syntactically Invalid Structure
229	Incomplete	Improper Handling of Values
230	Draft	Improper Handling of Missing Values
231	Draft	Improper Handling of Extra Values
232	Draft	Improper Handling of Undefined Values
233	Incomplete	Improper Handling of Parameters
234	Incomplete	Failure to Handle Missing Parameter
235	Draft	Improper Handling of Extra Parameters
236	Draft	Improper Handling of Undefined Parameters
237	Incomplete	Improper Handling of Structural Elements
238	Draft	Improper Handling of Incomplete Structural Elements
239	Draft	Failure to Handle Incomplete Element
240	Draft	Improper Handling of Inconsistent Structural Elements
241	Draft	Improper Handling of Unexpected Data Type
242	Draft	Use of Inherently Dangerous Function
243	Draft	Creation of chroot Jail Without Changing Working Directory
244	Draft	Improper Clearing of Heap Memory Before Release ('Heap Inspection')
245	Draft	J2EE Bad Practices: Direct Management of Connections
246	Draft	J2EE Bad Practices: Direct Use of Sockets
247	Deprecated	DEPRECATED (Duplicate): Reliance on DNS Lookups in a Security Decision
248	Draft	Uncaught Exception
249	Deprecated	DEPRECATED: Often Misused: Path Manipulation
250	Draft	Execution with Unnecessary Privileges
252	Draft	Unchecked Return Value
253	Incomplete	Incorrect Check of Function Return Value
256	Incomplete	Unprotected Storage of Credentials
257	Incomplete	Storing Passwords in a Recoverable Format
258	Incomplete	Empty Password in Configuration File
259	Draft	Use of Hard-coded Password
260	Incomplete	Password in Configuration File
261	Incomplete	Weak Encoding for Password
262	Draft	Not Using Password Aging
263	Draft	Password Aging with Long Expiration
266	Draft	Incorrect Privilege Assignment
267	Incomplete	Privilege Defined With Unsafe Actions
268	Draft	Privilege Chaining
269	Draft	Improper Privilege Management
270	Draft	Privilege Context Switching Error
271	Incomplete	Privilege Dropping / Lowering Errors
272	Incomplete	Least Privilege Violation
273	Incomplete	Improper Check for Dropped Privileges
274	Draft	Improper Handling of Insufficient Privileges
276	Draft	Incorrect Default Permissions
277	Draft	Insecure Inherited Permissions
278	Incomplete	Insecure Preserved Inherited Permissions
279	Draft	Incorrect Execution-Assigned Permissions
280	Draft	Improper Handling of Insufficient Permissions or Privileges 
281	Draft	Improper Preservation of Permissions
282	Draft	Improper Ownership Management
283	Draft	Unverified Ownership
284	Incomplete	Improper Access Control
285	Draft	Improper Authorization
286	Incomplete	Incorrect User Management
287	Draft	Improper Authentication
288	Incomplete	Authentication Bypass Using an Alternate Path or Channel
289	Incomplete	Authentication Bypass by Alternate Name
290	Incomplete	Authentication Bypass by Spoofing
291	Incomplete	Reliance on IP Address for Authentication
292	Deprecated	DEPRECATED (Duplicate): Trusting Self-reported DNS Name
293	Draft	Using Referer Field for Authentication
294	Incomplete	Authentication Bypass by Capture-replay
295	Draft	Improper Certificate Validation
296	Draft	Improper Following of a Certificate's Chain of Trust
297	Incomplete	Improper Validation of Certificate with Host Mismatch
298	Draft	Improper Validation of Certificate Expiration
299	Draft	Improper Check for Certificate Revocation
300	Draft	Channel Accessible by Non-Endpoint
301	Draft	Reflection Attack in an Authentication Protocol
302	Incomplete	Authentication Bypass by Assumed-Immutable Data
303	Draft	Incorrect Implementation of Authentication Algorithm
304	Draft	Missing Critical Step in Authentication
305	Draft	Authentication Bypass by Primary Weakness
306	Draft	Missing Authentication for Critical Function
307	Draft	Improper Restriction of Excessive Authentication Attempts
308	Draft	Use of Single-factor Authentication
309	Draft	Use of Password System for Primary Authentication
311	Draft	Missing Encryption of Sensitive Data
312	Draft	Cleartext Storage of Sensitive Information
313	Draft	Cleartext Storage in a File or on Disk
314	Draft	Cleartext Storage in the Registry
315	Draft	Cleartext Storage of Sensitive Information in a Cookie
316	Draft	Cleartext Storage of Sensitive Information in Memory
317	Draft	Cleartext Storage of Sensitive Information in GUI
318	Draft	Cleartext Storage of Sensitive Information in Executable
319	Draft	Cleartext Transmission of Sensitive Information
321	Draft	Use of Hard-coded Cryptographic Key
322	Draft	Key Exchange without Entity Authentication
323	Incomplete	Reusing a Nonce, Key Pair in Encryption
324	Draft	Use of a Key Past its Expiration Date
325	Draft	Missing Required Cryptographic Step
326	Draft	Inadequate Encryption Strength
327	Draft	Use of a Broken or Risky Cryptographic Algorithm
328	Draft	Reversible One-Way Hash
329	Draft	Not Using a Random IV with CBC Mode
330	Stable	Use of Insufficiently Random Values
331	Draft	Insufficient Entropy
332	Draft	Insufficient Entropy in PRNG
333	Draft	Improper Handling of Insufficient Entropy in TRNG
334	Draft	Small Space of Random Values
335	Draft	Incorrect Usage of Seeds in Pseudo-Random Number Generator (PRNG)
336	Draft	Same Seed in Pseudo-Random Number Generator (PRNG)
337	Draft	Predictable Seed in Pseudo-Random Number Generator (PRNG)
338	Draft	Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG)
339	Draft	Small Seed Space in PRNG
340	Incomplete	Generation of Predictable Numbers or Identifiers
341	Draft	Predictable from Observable State
342	Draft	Predictable Exact Value from Previous Values
343	Draft	Predictable Value Range from Previous Values
344	Draft	Use of Invariant Value in Dynamically Changing Context
345	Draft	Insufficient Verification of Data Authenticity
346	Draft	Origin Validation Error
347	Draft	Improper Verification of Cryptographic Signature
348	Draft	Use of Less Trusted Source
349	Draft	Acceptance of Extraneous Untrusted Data With Trusted Data
350	Draft	Reliance on Reverse DNS Resolution for a Security-Critical Action
351	Draft	Insufficient Type Distinction
352	Stable	Cross-Site Request Forgery (CSRF)
353	Draft	Missing Support for Integrity Check
354	Draft	Improper Validation of Integrity Check Value
356	Incomplete	Product UI does not Warn User of Unsafe Actions
357	Draft	Insufficient UI Warning of Dangerous Operations
358	Draft	Improperly Implemented Security Check for Standard
359	Incomplete	Exposure of Private Personal Information to an Unauthorized Actor
360	Incomplete	Trust of System Event Data
362	Draft	Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')
363	Draft	Race Condition Enabling Link Following
364	Incomplete	Signal Handler Race Condition
365	Draft	Race Condition in Switch
366	Draft	Race Condition within a Thread
367	Incomplete	Time-of-check Time-of-use (TOCTOU) Race Condition
368	Draft	Context Switching Race Condition
369	Draft	Divide By Zero
370	Draft	Missing Check for Certificate Revocation after Initial Check
372	Draft	Incomplete Internal State Distinction
373	Deprecated	DEPRECATED: State Synchronization Error
374	Draft	Passing Mutable Objects to an Untrusted Method
375	Draft	Returning a Mutable Object to an Untrusted Caller
377	Incomplete	Insecure Temporary File
378	Draft	Creation of Temporary File With Insecure Permissions
379	Incomplete	Creation of Temporary File in Directory with Insecure Permissions
382	Draft	J2EE Bad Practices: Use of System.exit()
383	Draft	J2EE Bad Practices: Direct Use of Threads
384	Incomplete	Session Fixation
385	Incomplete	Covert Timing Channel
386	Draft	Symbolic Name not Mapping to Correct Object
390	Draft	Detection of Error Condition Without Action
391	Incomplete	Unchecked Error Condition
392	Draft	Missing Report of Error Condition
393	Draft	Return of Wrong Status Code
394	Draft	Unexpected Status Code or Return Value
395	Draft	Use of NullPointerException Catch to Detect NULL Pointer Dereference
396	Draft	Declaration of Catch for Generic Exception
397	Draft	Declaration of Throws for Generic Exception
400	Draft	Uncontrolled Resource Consumption
401	Draft	Missing Release of Memory after Effective Lifetime
402	Draft	Transmission of Private Resources into a New Sphere ('Resource Leak')
403	Draft	Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak')
404	Draft	Improper Resource Shutdown or Release
405	Incomplete	Asymmetric Resource Consumption (Amplification)
406	Incomplete	Insufficient Control of Network Message Volume (Network Amplification)
407	Incomplete	Inefficient Algorithmic Complexity
408	Draft	Incorrect Behavior Order: Early Amplification
409	Incomplete	Improper Handling of Highly Compressed Data (Data Amplification)
410	Incomplete	Insufficient Resource Pool
412	Incomplete	Unrestricted Externally Accessible Lock
413	Draft	Improper Resource Locking
414	Draft	Missing Lock Check
415	Draft	Double Free
416	Stable	Use After Free
419	Draft	Unprotected Primary Channel
420	Draft	Unprotected Alternate Channel
421	Draft	Race Condition During Access to Alternate Channel
422	Draft	Unprotected Windows Messaging Channel ('Shatter')
423	Deprecated	DEPRECATED (Duplicate): Proxied Trusted Channel
424	Draft	Improper Protection of Alternate Path
425	Incomplete	Direct Request ('Forced Browsing')
426	Stable	Untrusted Search Path
427	Draft	Uncontrolled Search Path Element
428	Draft	Unquoted Search Path or Element
430	Incomplete	Deployment of Wrong Handler
431	Draft	Missing Handler
432	Draft	Dangerous Signal Handler not Disabled During Sensitive Operations
433	Incomplete	Unparsed Raw Web Content Delivery
434	Draft	Unrestricted Upload of File with Dangerous Type
435	Draft	Improper Interaction Between Multiple Correctly-Behaving Entities
436	Incomplete	Interpretation Conflict
437	Incomplete	Incomplete Model of Endpoint Features
439	Draft	Behavioral Change in New Version or Environment
440	Draft	Expected Behavior Violation
441	Draft	Unintended Proxy or Intermediary ('Confused Deputy')
443	Deprecated	DEPRECATED (Duplicate): HTTP response splitting
444	Incomplete	Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling')
446	Incomplete	UI Discrepancy for Security Feature
447	Draft	Unimplemented or Unsupported Feature in UI
448	Draft	Obsolete Feature in UI
449	Incomplete	The UI Performs the Wrong Action
450	Draft	Multiple Interpretations of UI Input
451	Draft	User Interface (UI) Misrepresentation of Critical Information
453	Draft	Insecure Default Variable Initialization
454	Draft	External Initialization of Trusted Variables or Data Stores
455	Draft	Non-exit on Failed Initialization
456	Draft	Missing Initialization of a Variable
457	Draft	Use of Uninitialized Variable
458	Deprecated	DEPRECATED: Incorrect Initialization
459	Draft	Incomplete Cleanup
460	Draft	Improper Cleanup on Thrown Exception
462	Incomplete	Duplicate Key in Associative List (Alist)
463	Incomplete	Deletion of Data Structure Sentinel
464	Incomplete	Addition of Data Structure Sentinel
466	Draft	Return of Pointer Value Outside of Expected Range
467	Draft	Use of sizeof() on a Pointer Type
468	Incomplete	Incorrect Pointer Scaling
469	Draft	Use of Pointer Subtraction to Determine Size
470	Draft	Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection')
471	Draft	Modification of Assumed-Immutable Data (MAID)
472	Draft	External Control of Assumed-Immutable Web Parameter
473	Draft	PHP External Variable Modification
474	Draft	Use of Function with Inconsistent Implementations
475	Incomplete	Undefined Behavior for Input to API
476	Stable	NULL Pointer Dereference
477	Draft	Use of Obsolete Function
478	Draft	Missing Default Case in Switch Statement
479	Draft	Signal Handler Use of a Non-reentrant Function
480	Draft	Use of Incorrect Operator
481	Draft	Assigning instead of Comparing
482	Draft	Comparing instead of Assigning
483	Draft	Incorrect Block Delimitation
484	Draft	Omitted Break Statement in Switch
486	Draft	Comparison of Classes by Name
487	Incomplete	Reliance on Package-level Scope
488	Draft	Exposure of Data Element to Wrong Session
489	Draft	Active Debug Code
491	Draft	Public cloneable() Method Without Final ('Object Hijack')
492	Draft	Use of Inner Class Containing Sensitive Data
493	Draft	Critical Public Variable Without Final Modifier
494	Draft	Download of Code Without Integrity Check
495	Draft	Private Data Structure Returned From A Public Method
496	Incomplete	Public Data Assigned to Private Array-Typed Field
497	Incomplete	Exposure of Sensitive System Information to an Unauthorized Control Sphere
498	Draft	Cloneable Class Containing Sensitive Information
499	Draft	Serializable Class Containing Sensitive Data
500	Draft	Public Static Field Not Marked Final
501	Draft	Trust Boundary Violation
502	Draft	Deserialization of Untrusted Data
506	Incomplete	Embedded Malicious Code
507	Incomplete	Trojan Horse
508	Incomplete	Non-Replicating Malicious Code
509	Incomplete	Replicating Malicious Code (Virus or Worm)
510	Incomplete	Trapdoor
511	Incomplete	Logic/Time Bomb
512	Incomplete	Spyware
514	Incomplete	Covert Channel
515	Incomplete	Covert Storage Channel
516	Deprecated	DEPRECATED (Duplicate): Covert Timing Channel
520	Incomplete	.NET Misconfiguration: Use of Impersonation
521	Draft	Weak Password Requirements
522	Incomplete	Insufficiently Protected Credentials
523	Incomplete	Unprotected Transport of Credentials
524	Incomplete	Use of Cache Containing Sensitive Information
525	Incomplete	Use of Web Browser Cache Containing Sensitive Information
526	Incomplete	Exposure of Sensitive Information Through Environmental Variables
527	Incomplete	Exposure of Version-Control Repository to an Unauthorized Control Sphere
528	Draft	Exposure of Core Dump File to an Unauthorized Control Sphere
529	Incomplete	Exposure of Access Control List Files to an Unauthorized Control Sphere
530	Incomplete	Exposure of Backup File to an Unauthorized Control Sphere
531	Incomplete	Inclusion of Sensitive Information in Test Code
532	Incomplete	Insertion of Sensitive Information into Log File
533	Deprecated	DEPRECATED: Information Exposure Through Server Log Files
534	Deprecated	DEPRECATED: Information Exposure Through Debug Log Files
535	Incomplete	Exposure of Information Through Shell Error Message
536	Incomplete	Servlet Runtime Error Message Containing Sensitive Information
537	Incomplete	Java Runtime Error Message Containing Sensitive Information
538	Draft	Insertion of Sensitive Information into Externally-Accessible File or Directory
539	Incomplete	Use of Persistent Cookies Containing Sensitive Information
540	Incomplete	Inclusion of Sensitive Information in Source Code
541	Incomplete	Inclusion of Sensitive Information in an Include File
542	Deprecated	DEPRECATED: Information Exposure Through Cleanup Log Files
543	Incomplete	Use of Singleton Pattern Without Synchronization in a Multithreaded Context
544	Draft	Missing Standardized Error Handling Mechanism
545	Deprecated	DEPRECATED: Use of Dynamic Class Loading
546	Draft	Suspicious Comment
547	Draft	Use of Hard-coded, Security-relevant Constants
548	Draft	Exposure of Information Through Directory Listing
549	Draft	Missing Password Field Masking
550	Incomplete	Server-generated Error Message Containing Sensitive Information
551	Incomplete	Incorrect Behavior Order: Authorization Before Parsing and Canonicalization
552	Draft	Files or Directories Accessible to External Parties
553	Incomplete	Command Shell in Externally Accessible Directory
554	Draft	ASP.NET Misconfiguration: Not Using Input Validation Framework
555	Draft	J2EE Misconfiguration: Plaintext Password in Configuration File
556	Incomplete	ASP.NET Misconfiguration: Use of Identity Impersonation
558	Draft	Use of getlogin() in Multithreaded Application
560	Draft	Use of umask() with chmod-style Argument
561	Draft	Dead Code
562	Draft	Return of Stack Variable Address
563	Draft	Assignment to Variable without Use
564	Incomplete	SQL Injection: Hibernate
565	Incomplete	Reliance on Cookies without Validation and Integrity Checking
566	Incomplete	Authorization Bypass Through User-Controlled SQL Primary Key
567	Draft	Unsynchronized Access to Shared Data in a Multithreaded Context
568	Draft	finalize() Method Without super.finalize()
570	Draft	Expression is Always False
571	Draft	Expression is Always True
572	Draft	Call to Thread run() instead of start()
573	Draft	Improper Following of Specification by Caller
574	Draft	EJB Bad Practices: Use of Synchronization Primitives
575	Draft	EJB Bad Practices: Use of AWT Swing
576	Draft	EJB Bad Practices: Use of Java I/O
577	Draft	EJB Bad Practices: Use of Sockets
578	Draft	EJB Bad Practices: Use of Class Loader
579	Draft	J2EE Bad Practices: Non-serializable Object Stored in Session
580	Draft	clone() Method Without super.clone()
581	Draft	Object Model Violation: Just One of Equals and Hashcode Defined
582	Draft	Array Declared Public, Final, and Static
583	Incomplete	finalize() Method Declared Public
584	Draft	Return Inside Finally Block
585	Draft	Empty Synchronized Block
586	Draft	Explicit Call to Finalize()
587	Draft	Assignment of a Fixed Address to a Pointer
588	Incomplete	Attempt to Access Child of a Non-structure Pointer
589	Incomplete	Call to Non-ubiquitous API
590	Incomplete	Free of Memory not on the Heap
591	Draft	Sensitive Data Storage in Improperly Locked Memory
592	Deprecated	DEPRECATED: Authentication Bypass Issues
593	Draft	Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created
594	Incomplete	J2EE Framework: Saving Unserializable Objects to Disk
595	Incomplete	Comparison of Object References Instead of Object Contents
596	Deprecated	DEPRECATED: Incorrect Semantic Object Comparison
597	Draft	Use of Wrong Operator in String Comparison
598	Draft	Use of GET Request Method With Sensitive Query Strings
599	Incomplete	Missing Validation of OpenSSL Certificate
600	Draft	Uncaught Exception in Servlet 
601	Draft	URL Redirection to Untrusted Site ('Open Redirect')
602	Draft	Client-Side Enforcement of Server-Side Security
603	Draft	Use of Client-Side Authentication
605	Draft	Multiple Binds to the Same Port
606	Draft	Unchecked Input for Loop Condition
607	Draft	Public Static Final Field References Mutable Object
608	Draft	Struts: Non-private Field in ActionForm Class
609	Draft	Double-Checked Locking
610	Draft	Externally Controlled Reference to a Resource in Another Sphere
611	Draft	Improper Restriction of XML External Entity Reference
612	Draft	Improper Authorization of Index Containing Sensitive Information
613	Incomplete	Insufficient Session Expiration
614	Draft	Sensitive Cookie in HTTPS Session Without 'Secure' Attribute
615	Incomplete	Inclusion of Sensitive Information in Source Code Comments
616	Incomplete	Incomplete Identification of Uploaded File Variables (PHP)
617	Draft	Reachable Assertion
618	Incomplete	Exposed Unsafe ActiveX Method
619	Incomplete	Dangling Database Cursor ('Cursor Injection')
620	Draft	Unverified Password Change
621	Incomplete	Variable Extraction Error
622	Draft	Improper Validation of Function Hook Arguments
623	Draft	Unsafe ActiveX Control Marked Safe For Scripting
624	Incomplete	Executable Regular Expression Error
625	Draft	Permissive Regular Expression
626	Draft	Null Byte Interaction Error (Poison Null Byte)
627	Incomplete	Dynamic Variable Evaluation
628	Draft	Function Call with Incorrectly Specified Arguments
636	Draft	Not Failing Securely ('Failing Open')
637	Draft	Unnecessary Complexity in Protection Mechanism (Not Using 'Economy of Mechanism')
638	Draft	Not Using Complete Mediation
639	Incomplete	Authorization Bypass Through User-Controlled Key
640	Incomplete	Weak Password Recovery Mechanism for Forgotten Password
641	Incomplete	Improper Restriction of Names for Files and Other Resources
642	Draft	External Control of Critical State Data
