173	Draft	Failure to Handle Alternate Encoding
174	Draft	Double Decoding of the Same Data
175	Draft	Failure to Handle Mixed Encoding
176	Draft	Failure to Handle Unicode Encoding
177	Draft	Failure to Handle URL Encoding (Hex Encoding)
178	Incomplete	Failure to Resolve Case Sensitivity
179	Incomplete	Incorrect Behavior Order: Early Validation
180	Draft	Incorrect Behavior Order: Validate Before Canonicalize
181	Draft	Incorrect Behavior Order: Validate Before Filter
182	Draft	Collapse of Data Into Unsafe Value
183	Draft	Permissive Whitelist
184	Draft	Incomplete Blacklist
185	Draft	Incorrect Regular Expression
186	Draft	Overly Restrictive Regular Expression
187	Incomplete	Partial Comparison
188	Draft	Reliance on Data/Memory Layout
190	Incomplete	Integer Overflow or Wraparound
191	Draft	Integer Underflow (Wrap or Wraparound)
193	Draft	Off-by-one Error
194	Incomplete	Unexpected Sign Extension
195	Draft	Signed to Unsigned Conversion Error
196	Draft	Unsigned to Signed Conversion Error
197	Incomplete	Numeric Truncation Error
198	Draft	Use of Incorrect Byte Ordering
200	Incomplete	Information Exposure
201	Draft	Information Leak Through Sent Data
202	Draft	Privacy Leak through Data Queries
203	Incomplete	Information Exposure Through Discrepancy
204	Incomplete	Response Discrepancy Information Leak
205	Incomplete	Information Exposure Through Behavioral Discrepancy
206	Incomplete	Internal Behavioral Inconsistency Information Leak
207	Draft	Information Exposure Through an External Behavioral Inconsistency
208	Incomplete	Timing Discrepancy Information Leak
209	Draft	Information Exposure Through an Error Message
210	Draft	Product-Generated Error Message Information Leak
211	Incomplete	Product-External Error Message Information Leak
212	Incomplete	Improper Cross-boundary Removal of Sensitive Data
213	Draft	Intended Information Leak
214	Incomplete	Process Environment Information Leak
215	Draft	Information Leak Through Debug Information
216	Incomplete	Containment Errors (Container Errors)
217	Deprecated	DEPRECATED: Failure to Protect Stored Data from Modification
218	Deprecated	DEPRECATED (Duplicate): Failure to provide confidentiality for stored data
219	Draft	Sensitive Data Under Web Root
220	Draft	Sensitive Data Under FTP Root
221	Incomplete	Information Loss or Omission
222	Draft	Truncation of Security-relevant Information
223	Draft	Omission of Security-relevant Information
224	Incomplete	Obscured Security-relevant Information by Alternate Name
225	Deprecated	DEPRECATED (Duplicate): General Information Management Problems
226	Draft	Sensitive Information Uncleared Before Release
227	Draft	Failure to Fulfill API Contract ('API Abuse')
228	Incomplete	Improper Handling of Syntactically Invalid Structure
229	Incomplete	Improper Handling of Values
230	Draft	Improper Handling of Missing Values
231	Draft	Improper Handling of Extra Values
232	Draft	Improper Handling of Undefined Values
233	Incomplete	Parameter Problems
234	Incomplete	Failure to Handle Missing Parameter
235	Draft	Improper Handling of Extra Parameters
236	Draft	Improper Handling of Undefined Parameters
237	Incomplete	Improper Handling of Structural Elements
238	Draft	Improper Handling of Incomplete Structural Elements
239	Draft	Failure to Handle Incomplete Element
240	Draft	Improper Handling of Inconsistent Structural Elements
241	Draft	Improper Handling of Unexpected Data Type
242	Draft	Use of Inherently Dangerous Function
243	Draft	Failure to Change Working Directory in chroot Jail
244	Draft	Failure to Clear Heap Memory Before Release ('Heap Inspection')
245	Draft	J2EE Bad Practices: Direct Management of Connections
246	Draft	J2EE Bad Practices: Direct Use of Sockets
247	Incomplete	Reliance on DNS Lookups in a Security Decision
248	Draft	Uncaught Exception
249	Deprecated	DEPRECATED: Often Misused: Path Manipulation
250	Draft	Execution with Unnecessary Privileges
252	Draft	Unchecked Return Value
253	Incomplete	Incorrect Check of Function Return Value
256	Incomplete	Plaintext Storage of a Password
257	Incomplete	Storing Passwords in a Recoverable Format
258	Incomplete	Empty Password in Configuration File
259	Draft	Use of Hard-coded Password
260	Incomplete	Password in Configuration File
261	Incomplete	Weak Cryptography for Passwords
262	Draft	Not Using Password Aging
263	Draft	Password Aging with Long Expiration
266	Draft	Incorrect Privilege Assignment
267	Incomplete	Privilege Defined With Unsafe Actions
268	Draft	Privilege Chaining
269	Incomplete	Improper Privilege Management
270	Draft	Privilege Context Switching Error
271	Incomplete	Privilege Dropping / Lowering Errors
272	Incomplete	Least Privilege Violation
273	Incomplete	Improper Check for Dropped Privileges
274	Draft	Improper Handling of Insufficient Privileges
276	Draft	Incorrect Default Permissions
277	Draft	Insecure Inherited Permissions
278	Incomplete	Insecure Preserved Inherited Permissions
279	Draft	Incorrect Execution-Assigned Permissions
280	Draft	Improper Handling of Insufficient Permissions or Privileges 
281	Draft	Improper Preservation of Permissions
282	Draft	Improper Ownership Management
283	Draft	Unverified Ownership
284	Incomplete	Access Control (Authorization) Issues
285	Draft	Improper Access Control (Authorization)
286	Incomplete	Incorrect User Management
287	Draft	Improper Authentication
288	Incomplete	Authentication Bypass Using an Alternate Path or Channel
289	Incomplete	Authentication Bypass by Alternate Name
290	Incomplete	Authentication Bypass by Spoofing
292	Incomplete	Trusting Self-reported DNS Name
293	Draft	Using Referer Field for Authentication
294	Incomplete	Authentication Bypass by Capture-replay
296	Draft	Improper Following of Chain of Trust for Certificate Validation
297	Incomplete	Improper Validation of Host-specific Certificate Data
298	Draft	Improper Validation of Certificate Expiration
299	Draft	Improper Check for Certificate Revocation
300	Draft	Channel Accessible by Non-Endpoint ('Man-in-the-Middle')
301	Draft	Reflection Attack in an Authentication Protocol
302	Incomplete	Authentication Bypass by Assumed-Immutable Data
303	Draft	Incorrect Implementation of Authentication Algorithm
304	Draft	Missing Critical Step in Authentication
305	Draft	Authentication Bypass by Primary Weakness
306	Draft	Missing Authentication for Critical Function
307	Draft	Improper Restriction of Excessive Authentication Attempts
308	Draft	Use of Single-factor Authentication
309	Draft	Use of Password System for Primary Authentication
311	Draft	Missing Encryption of Sensitive Data
312	Draft	Cleartext Storage of Sensitive Information
313	Draft	Plaintext Storage in a File or on Disk
314	Draft	Plaintext Storage in the Registry
315	Draft	Plaintext Storage in a Cookie
316	Draft	Plaintext Storage in Memory
317	Draft	Plaintext Storage in GUI
318	Draft	Plaintext Storage in Executable
319	Draft	Cleartext Transmission of Sensitive Information
321	Draft	Use of Hard-coded Cryptographic Key
322	Draft	Key Exchange without Entity Authentication
323	Incomplete	Reusing a Nonce, Key Pair in Encryption
324	Draft	Use of a Key Past its Expiration Date
325	Incomplete	Missing Required Cryptographic Step
326	Draft	Inadequate Encryption Strength
327	Draft	Use of a Broken or Risky Cryptographic Algorithm
328	Draft	Reversible One-Way Hash
329	Draft	Not Using a Random IV with CBC Mode
330	Usable	Use of Insufficiently Random Values
331	Draft	Insufficient Entropy
332	Draft	Insufficient Entropy in PRNG
333	Draft	Improper Handling of Insufficient Entropy in TRNG
334	Draft	Small Space of Random Values
335	Draft	PRNG Seed Error
336	Draft	Same Seed in PRNG
337	Draft	Predictable Seed in PRNG
338	Draft	Use of Cryptographically Weak PRNG
339	Draft	Small Seed Space in PRNG
340	Incomplete	Predictability Problems
341	Draft	Predictable from Observable State
342	Draft	Predictable Exact Value from Previous Values
343	Draft	Predictable Value Range from Previous Values
344	Draft	Use of Invariant Value in Dynamically Changing Context
345	Draft	Insufficient Verification of Data Authenticity
346	Draft	Origin Validation Error
347	Draft	Improper Verification of Cryptographic Signature
348	Draft	Use of Less Trusted Source
349	Draft	Acceptance of Extraneous Untrusted Data With Trusted Data
350	Draft	Improperly Trusted Reverse DNS
351	Draft	Insufficient Type Distinction
353	Draft	Failure to Add Integrity Check Value
354	Draft	Improper Validation of Integrity Check Value
356	Incomplete	Product UI does not Warn User of Unsafe Actions
357	Draft	Insufficient UI Warning of Dangerous Operations
358	Draft	Improperly Implemented Security Check for Standard
359	Incomplete	Privacy Violation
360	Incomplete	Trust of System Event Data
362	Draft	Race Condition
363	Draft	Race Condition Enabling Link Following
364	Incomplete	Signal Handler Race Condition
365	Draft	Race Condition in Switch
366	Draft	Race Condition within a Thread
367	Incomplete	Time-of-check Time-of-use (TOCTOU) Race Condition
368	Draft	Context Switching Race Condition
369	Draft	Divide By Zero
370	Draft	Missing Check for Certificate Revocation after Initial Check
372	Draft	Incomplete Internal State Distinction
373	Draft	State Synchronization Error
374	Draft	Mutable Objects Passed by Reference
375	Draft	Passing Mutable Objects to an Untrusted Method
377	Incomplete	Insecure Temporary File
378	Draft	Creation of Temporary File With Insecure Permissions
379	Incomplete	Creation of Temporary File in Directory with Incorrect Permissions
382	Draft	J2EE Bad Practices: Use of System.exit()
383	Draft	J2EE Bad Practices: Direct Use of Threads
385	Incomplete	Covert Timing Channel
386	Draft	Symbolic Name not Mapping to Correct Object
390	Draft	Detection of Error Condition Without Action
391	Incomplete	Unchecked Error Condition
392	Draft	Failure to Report Error in Status Code
393	Draft	Return of Wrong Status Code
394	Draft	Unexpected Status Code or Return Value
395	Draft	Use of NullPointerException Catch to Detect NULL Pointer Dereference
396	Draft	Declaration of Catch for Generic Exception
397	Draft	Declaration of Throws for Generic Exception
398	Draft	Indicator of Poor Code Quality
400	Incomplete	Uncontrolled Resource Consumption ('Resource Exhaustion')
401	Draft	Failure to Release Memory Before Removing Last Reference ('Memory Leak')
402	Draft	Transmission of Private Resources into a New Sphere ('Resource Leak')
403	Draft	UNIX File Descriptor Leak
404	Draft	Improper Resource Shutdown or Release
405	Incomplete	Asymmetric Resource Consumption (Amplification)
406	Incomplete	Insufficient Control of Network Message Volume (Network Amplification)
407	Incomplete	Algorithmic Complexity
408	Draft	Incorrect Behavior Order: Early Amplification
409	Incomplete	Improper Handling of Highly Compressed Data (Data Amplification)
410	Incomplete	Insufficient Resource Pool
412	Incomplete	Unrestricted Externally Accessible Lock
413	Draft	Insufficient Resource Locking
414	Draft	Missing Lock Check
415	Draft	Double Free
416	Draft	Use After Free
419	Draft	Unprotected Primary Channel
420	Draft	Unprotected Alternate Channel
421	Draft	Race Condition During Access to Alternate Channel
422	Draft	Unprotected Windows Messaging Channel ('Shatter')
423	Deprecated	DEPRECATED (Duplicate): Proxied Trusted Channel
424	Draft	Failure to Protect Alternate Path
425	Incomplete	Direct Request ('Forced Browsing')
427	Draft	Uncontrolled Search Path Element
428	Draft	Unquoted Search Path or Element
430	Incomplete	Deployment of Wrong Handler
431	Draft	Missing Handler
432	Draft	Dangerous Handler not Disabled During Sensitive Operations
433	Incomplete	Unparsed Raw Web Content Delivery
434	Draft	Unrestricted Upload of File with Dangerous Type
435	Draft	Interaction Error
436	Incomplete	Interpretation Conflict
437	Incomplete	Incomplete Model of Endpoint Features
439	Draft	Behavioral Change in New Version or Environment
440	Draft	Expected Behavior Violation
441	Draft	Unintended Proxy/Intermediary
443	Deprecated	DEPRECATED (Duplicate): HTTP response splitting
444	Incomplete	Inconsistent Interpretation of HTTP Requests ('HTTP Request Smuggling')
446	Incomplete	UI Discrepancy for Security Feature
447	Draft	Unimplemented or Unsupported Feature in UI
448	Draft	Obsolete Feature in UI
449	Incomplete	The UI Performs the Wrong Action
450	Draft	Multiple Interpretations of UI Input
451	Draft	UI Misrepresentation of Critical Information
453	Draft	Insecure Default Variable Initialization
454	Draft	External Initialization of Trusted Variables or Data Stores
455	Draft	Non-exit on Failed Initialization
456	Draft	Missing Initialization
457	Draft	Use of Uninitialized Variable
458	Deprecated	DEPRECATED: Incorrect Initialization
459	Draft	Incomplete Cleanup
460	Draft	Improper Cleanup on Thrown Exception
462	Incomplete	Duplicate Key in Associative List (Alist)
463	Incomplete	Deletion of Data Structure Sentinel
464	Incomplete	Addition of Data Structure Sentinel
466	Draft	Return of Pointer Value Outside of Expected Range
467	Draft	Use of sizeof() on a Pointer Type
468	Incomplete	Incorrect Pointer Scaling
469	Draft	Use of Pointer Subtraction to Determine Size
470	Draft	Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection')
471	Draft	Modification of Assumed-Immutable Data (MAID)
472	Draft	External Control of Assumed-Immutable Web Parameter
473	Draft	PHP External Variable Modification
474	Draft	Use of Function with Inconsistent Implementations
475	Incomplete	Undefined Behavior for Input to API
476	Draft	NULL Pointer Dereference
477	Draft	Use of Obsolete Functions
478	Draft	Missing Default Case in Switch Statement
479	Draft	Unsafe Function Call from a Signal Handler
480	Draft	Use of Incorrect Operator
481	Draft	Assigning instead of Comparing
482	Draft	Comparing instead of Assigning
483	Draft	Incorrect Block Delimitation
484	Draft	Omitted Break Statement in Switch
485	Draft	Insufficient Encapsulation
486	Draft	Comparison of Classes by Name
487	Incomplete	Reliance on Package-level Scope
488	Draft	Data Leak Between Sessions
489	Draft	Leftover Debug Code
491	Draft	Public cloneable() Method Without Final ('Object Hijack')
492	Draft	Use of Inner Class Containing Sensitive Data
493	Draft	Critical Public Variable Without Final Modifier
494	Draft	Download of Code Without Integrity Check
495	Draft	Private Array-Typed Field Returned From A Public Method
496	Incomplete	Public Data Assigned to Private Array-Typed Field
497	Incomplete	Exposure of System Data to an Unauthorized Control Sphere
498	Draft	Information Leak through Class Cloning
499	Draft	Serializable Class Containing Sensitive Data
500	Draft	Public Static Field Not Marked Final
501	Draft	Trust Boundary Violation
502	Draft	Deserialization of Untrusted Data
506	Incomplete	Embedded Malicious Code
507	Incomplete	Trojan Horse
508	Incomplete	Non-Replicating Malicious Code
509	Incomplete	Replicating Malicious Code (Virus or Worm)
510	Incomplete	Trapdoor
511	Incomplete	Logic/Time Bomb
512	Incomplete	Spyware
514	Incomplete	Covert Channel
515	Incomplete	Covert Storage Channel
516	Deprecated	DEPRECATED (Duplicate): Covert Timing Channel
520	Incomplete	.NET Misconfiguration: Use of Impersonation
521	Draft	Weak Password Requirements
522	Incomplete	Insufficiently Protected Credentials
523	Incomplete	Unprotected Transport of Credentials
524	Incomplete	Information Leak Through Caching
525	Incomplete	Information Leak Through Browser Caching
526	Incomplete	Information Leak Through Environmental Variables
527	Incomplete	Exposure of CVS Repository to an Unauthorized Control Sphere
528	Draft	Exposure of Core Dump File to an Unauthorized Control Sphere
529	Incomplete	Exposure of Access Control List Files to an Unauthorized Control Sphere
530	Incomplete	Exposure of Backup File to an Unauthorized Control Sphere
531	Incomplete	Information Leak Through Test Code
532	Incomplete	Information Leak Through Log Files
533	Incomplete	Information Leak Through Server Log Files
534	Draft	Information Leak Through Debug Log Files
535	Incomplete	Information Leak Through Shell Error Message
536	Incomplete	Information Leak Through Servlet Runtime Error Message
537	Incomplete	Information Leak Through Java Runtime Error Message
538	Draft	File and Directory Information Exposure
539	Incomplete	Information Leak Through Persistent Cookies
540	Incomplete	Information Leak Through Source Code
541	Incomplete	Information Leak Through Include Source Code
542	Incomplete	Information Leak Through Cleanup Log Files
543	Incomplete	Use of Singleton Pattern in a Non-thread-safe Manner
544	Draft	Failure to Use a Standardized Error Handling Mechanism
545	Incomplete	Use of Dynamic Class Loading
546	Draft	Suspicious Comment
547	Draft	Use of Hard-coded, Security-relevant Constants
548	Draft	Information Leak Through Directory Listing
549	Draft	Missing Password Field Masking
550	Incomplete	Information Leak Through Server Error Message
551	Incomplete	Incorrect Behavior Order: Authorization Before Parsing and Canonicalization
552	Draft	Files or Directories Accessible to External Parties
553	Incomplete	Command Shell in Externally Accessible Directory
554	Draft	ASP.NET Misconfiguration: Not Using Input Validation Framework
555	Draft	J2EE Misconfiguration: Plaintext Password in Configuration File
556	Incomplete	ASP.NET Misconfiguration: Use of Identity Impersonation
558	Draft	Use of getlogin() in Multithreaded Application
560	Draft	Use of umask() with chmod-style Argument
561	Draft	Dead Code
562	Draft	Return of Stack Variable Address
563	Draft	Unused Variable
564	Incomplete	SQL Injection: Hibernate
565	Incomplete	Reliance on Cookies without Validation and Integrity Checking
566	Incomplete	Access Control Bypass Through User-Controlled SQL Primary Key
567	Draft	Unsynchronized Access to Shared Data
568	Draft	finalize() Method Without super.finalize()
570	Draft	Expression is Always False
571	Draft	Expression is Always True
572	Draft	Call to Thread run() instead of start()
573	Draft	Failure to Follow Specification
574	Draft	EJB Bad Practices: Use of Synchronization Primitives
575	Draft	EJB Bad Practices: Use of AWT Swing
576	Draft	EJB Bad Practices: Use of Java I/O
577	Draft	EJB Bad Practices: Use of Sockets
578	Draft	EJB Bad Practices: Use of Class Loader
579	Draft	J2EE Bad Practices: Non-serializable Object Stored in Session
580	Draft	clone() Method Without super.clone()
581	Draft	Object Model Violation: Just One of Equals and Hashcode Defined
582	Draft	Array Declared Public, Final, and Static
583	Incomplete	finalize() Method Declared Public
584	Draft	Return Inside Finally Block
585	Draft	Empty Synchronized Block
586	Draft	Explicit Call to Finalize()
587	Draft	Assignment of a Fixed Address to a Pointer
588	Incomplete	Attempt to Access Child of a Non-structure Pointer
589	Incomplete	Call to Non-ubiquitous API
590	Incomplete	Free of Memory not on the Heap
591	Draft	Sensitive Data Storage in Improperly Locked Memory
592	Incomplete	Authentication Bypass Issues
593	Draft	Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created
594	Incomplete	J2EE Framework: Saving Unserializable Objects to Disk
595	Incomplete	Comparison of Object References Instead of Object Contents
596	Incomplete	Incorrect Semantic Object Comparison
597	Draft	Use of Wrong Operator in String Comparison
598	Draft	Information Leak Through Query Strings in GET Request
599	Incomplete	Trust of OpenSSL Certificate Without Validation
600	Draft	Failure to Catch All Exceptions in Servlet 
601	Draft	URL Redirection to Untrusted Site ('Open Redirect')
602	Draft	Client-Side Enforcement of Server-Side Security
603	Draft	Use of Client-Side Authentication
605	Draft	Multiple Binds to the Same Port
606	Draft	Unchecked Input for Loop Condition
607	Draft	Public Static Final Field References Mutable Object
608	Draft	Struts: Non-private Field in ActionForm Class
609	Draft	Double-Checked Locking
610	Draft	Externally Controlled Reference to a Resource in Another Sphere
611	Draft	Information Leak Through XML External Entity File Disclosure
612	Draft	Information Leak Through Indexing of Private Data
613	Incomplete	Insufficient Session Expiration
614	Draft	Sensitive Cookie in HTTPS Session Without 'Secure' Attribute
615	Incomplete	Information Leak Through Comments
616	Incomplete	Incomplete Identification of Uploaded File Variables (PHP)
617	Draft	Reachable Assertion
618	Incomplete	Exposed Unsafe ActiveX Method
619	Incomplete	Dangling Database Cursor ('Cursor Injection')
620	Draft	Unverified Password Change
621	Incomplete	Variable Extraction Error
622	Draft	Unvalidated Function Hook Arguments
623	Draft	Unsafe ActiveX Control Marked Safe For Scripting
624	Incomplete	Executable Regular Expression Error
625	Draft	Permissive Regular Expression
626	Draft	Null Byte Interaction Error (Poison Null Byte)
627	Incomplete	Dynamic Variable Evaluation
628	Draft	Function Call with Incorrectly Specified Arguments
636	Draft	Not Failing Securely ('Failing Open')
637	Draft	Failure to Use Economy of Mechanism
638	Draft	Failure to Use Complete Mediation
639	Incomplete	Access Control Bypass Through User-Controlled Key
640	Incomplete	Weak Password Recovery Mechanism for Forgotten Password
641	Incomplete	Insufficient Filtering of File and Other Resource Names for Executable Content
642	Draft	External Control of Critical State Data
643	Incomplete	Failure to Sanitize Data within XPath Expressions ('XPath injection')
644	Incomplete	Improper Sanitization of HTTP Headers for Scripting Syntax
645	Incomplete	Overly Restrictive Account Lockout Mechanism
646	Incomplete	Reliance on File Name or Extension of Externally-Supplied File
647	Incomplete	Use of Non-Canonical URL Paths for Authorization Decisions
648	Incomplete	Incorrect Use of Privileged APIs
649	Incomplete	Reliance on Obfuscation or Encryption of Security-Relevant Inputs without Integrity Checking
650	Incomplete	Trusting HTTP Permission Methods on the Server Side
651	Incomplete	Information Leak through WSDL File
652	Incomplete	Failure to Sanitize Data within XQuery Expressions ('XQuery Injection')
653	Draft	Insufficient Compartmentalization
654	Draft	Reliance on a Single Factor in a Security Decision
655	Draft	Insufficient Psychological Acceptability
656	Draft	Reliance on Security through Obscurity
657	Draft	Violation of Secure Design Principles
662	Draft	Insufficient Synchronization
663	Draft	Use of a Non-reentrant Function in an Unsynchronized Context
664	Draft	Improper Control of a Resource Through its Lifetime
665	Draft	Improper Initialization
666	Draft	Operation on Resource in Wrong Phase of Lifetime
667	Draft	Insufficient Locking
668	Draft	Exposure of Resource to Wrong Sphere
669	Draft	Incorrect Resource Transfer Between Spheres
670	Draft	Always-Incorrect Control Flow Implementation
