91	Draft	XML Injection (aka Blind XPath Injection)	1	Allowed
92	Deprecated	DEPRECATED: Improper Sanitization of Custom Special Characters	1	Prohibited
93	Draft	Improper Neutralization of CRLF Sequences ('CRLF Injection')	1	Allowed
94	Draft	Improper Control of Generation of Code ('Code Injection')	1	Allowed
95	Incomplete	Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection')	1	Allowed
96	Draft	Improper Neutralization of Directives in Statically Saved Code ('Static Code Injection')	1	Allowed
97	Draft	Improper Neutralization of Server-Side Includes (SSI) Within a Web Page	1	Allowed
98	Draft	Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion')	1	Allowed
99	Draft	Improper Control of Resource Identifiers ('Resource Injection')	1	Allowed-with-Review
102	Incomplete	Struts: Duplicate Validation Forms	1	Allowed
103	Draft	Struts: Incomplete validate() Method Definition	1	Allowed
104	Draft	Struts: Form Bean Does Not Extend Validation Class	1	Allowed
105	Draft	Struts: Form Field Without Validator	1	Allowed
106	Draft	Struts: Plug-in Framework not in Use	1	Allowed
107	Draft	Struts: Unused Validation Form	1	Allowed
108	Incomplete	Struts: Unvalidated Action Form	1	Allowed
109	Draft	Struts: Validator Turned Off	1	Allowed
110	Draft	Struts: Validator Without Form Field	1	Allowed
111	Draft	Direct Use of Unsafe JNI	1	Allowed
112	Draft	Missing XML Validation	1	Allowed
113	Incomplete	Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting')	1	Allowed
114	Incomplete	Process Control	1	Allowed-with-Review
115	Incomplete	Misinterpretation of Input	1	Allowed
116	Draft	Improper Encoding or Escaping of Output	1	Allowed-with-Review
117	Draft	Improper Output Neutralization for Logs	1	Allowed
118	Incomplete	Incorrect Access of Indexable Resource ('Range Error')	1	Discouraged
119	Stable	Improper Restriction of Operations within the Bounds of a Memory Buffer	1	Discouraged
120	Incomplete	Buffer Copy without Checking Size of Input ('Classic Buffer Overflow')	1	Allowed-with-Review
121	Draft	Stack-based Buffer Overflow	1	Allowed
122	Draft	Heap-based Buffer Overflow	1	Allowed
123	Draft	Write-what-where Condition	1	Allowed
124	Incomplete	Buffer Underwrite ('Buffer Underflow')	1	Allowed
125	Draft	Out-of-bounds Read	1	Allowed
126	Draft	Buffer Over-read	1	Allowed
127	Draft	Buffer Under-read	1	Allowed
128	Incomplete	Wrap-around Error	1	Allowed
129	Draft	Improper Validation of Array Index	1	Allowed
130	Incomplete	Improper Handling of Length Parameter Inconsistency	1	Allowed
131	Draft	Incorrect Calculation of Buffer Size	1	Allowed
132	Deprecated	DEPRECATED: Miscalculated Null Termination	1	Prohibited
134	Draft	Use of Externally-Controlled Format String	1	Allowed
135	Draft	Incorrect Calculation of Multi-Byte String Length	1	Allowed
138	Draft	Improper Neutralization of Special Elements	1	Discouraged
140	Draft	Improper Neutralization of Delimiters	1	Allowed
141	Draft	Improper Neutralization of Parameter/Argument Delimiters	1	Allowed
142	Draft	Improper Neutralization of Value Delimiters	1	Allowed
143	Draft	Improper Neutralization of Record Delimiters	1	Allowed
144	Draft	Improper Neutralization of Line Delimiters	1	Allowed
145	Incomplete	Improper Neutralization of Section Delimiters	1	Allowed
146	Incomplete	Improper Neutralization of Expression/Command Delimiters	1	Allowed
147	Draft	Improper Neutralization of Input Terminators	1	Allowed
148	Draft	Improper Neutralization of Input Leaders	1	Allowed
149	Draft	Improper Neutralization of Quoting Syntax	1	Allowed
150	Incomplete	Improper Neutralization of Escape, Meta, or Control Sequences	1	Allowed
151	Draft	Improper Neutralization of Comment Delimiters	1	Allowed
152	Draft	Improper Neutralization of Macro Symbols	1	Allowed
153	Draft	Improper Neutralization of Substitution Characters	1	Allowed
154	Incomplete	Improper Neutralization of Variable Name Delimiters	1	Allowed
155	Draft	Improper Neutralization of Wildcards or Matching Symbols	1	Allowed
156	Draft	Improper Neutralization of Whitespace	1	Allowed
157	Draft	Failure to Sanitize Paired Delimiters	1	Allowed
158	Incomplete	Improper Neutralization of Null Byte or NUL Character	1	Allowed
159	Draft	Improper Handling of Invalid Use of Special Elements	1	Allowed-with-Review
160	Incomplete	Improper Neutralization of Leading Special Elements	1	Allowed
161	Incomplete	Improper Neutralization of Multiple Leading Special Elements	1	Allowed
162	Incomplete	Improper Neutralization of Trailing Special Elements	1	Allowed
163	Incomplete	Improper Neutralization of Multiple Trailing Special Elements	1	Allowed
164	Incomplete	Improper Neutralization of Internal Special Elements	1	Allowed
165	Incomplete	Improper Neutralization of Multiple Internal Special Elements	1	Allowed
166	Draft	Improper Handling of Missing Special Element	1	Allowed
167	Draft	Improper Handling of Additional Special Element	1	Allowed
168	Draft	Improper Handling of Inconsistent Special Elements	1	Allowed
170	Incomplete	Improper Null Termination	1	Allowed
172	Draft	Encoding Error	1	Allowed-with-Review
173	Draft	Improper Handling of Alternate Encoding	1	Allowed
174	Draft	Double Decoding of the Same Data	1	Allowed
175	Draft	Improper Handling of Mixed Encoding	1	Allowed
176	Draft	Improper Handling of Unicode Encoding	1	Allowed
177	Draft	Improper Handling of URL Encoding (Hex Encoding)	1	Allowed
178	Incomplete	Improper Handling of Case Sensitivity	1	Allowed
179	Incomplete	Incorrect Behavior Order: Early Validation	1	Allowed
180	Draft	Incorrect Behavior Order: Validate Before Canonicalize	1	Allowed
181	Draft	Incorrect Behavior Order: Validate Before Filter	1	Allowed
182	Draft	Collapse of Data into Unsafe Value	1	Allowed
183	Draft	Permissive List of Allowed Inputs	1	Allowed
184	Draft	Incomplete List of Disallowed Inputs	1	Allowed
185	Draft	Incorrect Regular Expression	1	Allowed-with-Review
186	Draft	Overly Restrictive Regular Expression	1	Allowed
187	Incomplete	Partial String Comparison	1	Allowed
188	Draft	Reliance on Data/Memory Layout	1	Allowed
190	Stable	Integer Overflow or Wraparound	1	Allowed
191	Draft	Integer Underflow (Wrap or Wraparound)	1	Allowed
192	Incomplete	Integer Coercion Error	1	Allowed
193	Draft	Off-by-one Error	1	Allowed
194	Incomplete	Unexpected Sign Extension	1	Allowed
195	Draft	Signed to Unsigned Conversion Error	1	Allowed
196	Draft	Unsigned to Signed Conversion Error	1	Allowed
197	Incomplete	Numeric Truncation Error	1	Allowed
198	Draft	Use of Incorrect Byte Ordering	1	Allowed
200	Draft	Exposure of Sensitive Information to an Unauthorized Actor	1	Discouraged
201	Draft	Insertion of Sensitive Information Into Sent Data	1	Allowed
202	Draft	Exposure of Sensitive Information Through Data Queries	1	Allowed
203	Incomplete	Observable Discrepancy	1	Allowed
204	Incomplete	Observable Response Discrepancy	1	Allowed
205	Incomplete	Observable Behavioral Discrepancy	1	Allowed
206	Incomplete	Observable Internal Behavioral Discrepancy	1	Allowed
207	Draft	Observable Behavioral Discrepancy With Equivalent Products	1	Allowed
208	Incomplete	Observable Timing Discrepancy	1	Allowed
209	Draft	Generation of Error Message Containing Sensitive Information	1	Allowed
210	Draft	Self-generated Error Message Containing Sensitive Information	1	Allowed
211	Incomplete	Externally-Generated Error Message Containing Sensitive Information	1	Allowed
212	Incomplete	Improper Removal of Sensitive Information Before Storage or Transfer	1	Allowed
213	Draft	Exposure of Sensitive Information Due to Incompatible Policies	1	Allowed
214	Incomplete	Invocation of Process Using Visible Sensitive Information	1	Allowed
215	Draft	Insertion of Sensitive Information Into Debugging Code	1	Allowed
216	Deprecated	DEPRECATED: Containment Errors (Container Errors)	1	Prohibited
217	Deprecated	DEPRECATED: Failure to Protect Stored Data from Modification	1	Prohibited
218	Deprecated	DEPRECATED: Failure to provide confidentiality for stored data	1	Prohibited
219	Draft	Storage of File with Sensitive Data Under Web Root	1	Allowed
220	Draft	Storage of File With Sensitive Data Under FTP Root	1	Allowed
221	Incomplete	Information Loss or Omission	1	Allowed-with-Review
222	Draft	Truncation of Security-relevant Information	1	Allowed
223	Draft	Omission of Security-relevant Information	1	Allowed
224	Incomplete	Obscured Security-relevant Information by Alternate Name	1	Allowed
225	Deprecated	DEPRECATED: General Information Management Problems	1	Prohibited
226	Draft	Sensitive Information in Resource Not Removed Before Reuse	1	Allowed
228	Incomplete	Improper Handling of Syntactically Invalid Structure	1	Allowed-with-Review
229	Incomplete	Improper Handling of Values	1	Allowed
230	Draft	Improper Handling of Missing Values	1	Allowed
231	Draft	Improper Handling of Extra Values	1	Allowed
232	Draft	Improper Handling of Undefined Values	1	Allowed
233	Incomplete	Improper Handling of Parameters	1	Allowed
234	Incomplete	Failure to Handle Missing Parameter	1	Discouraged
235	Draft	Improper Handling of Extra Parameters	1	Allowed
236	Draft	Improper Handling of Undefined Parameters	1	Allowed
237	Incomplete	Improper Handling of Structural Elements	1	Allowed
238	Draft	Improper Handling of Incomplete Structural Elements	1	Allowed
239	Draft	Failure to Handle Incomplete Element	1	Allowed
240	Draft	Improper Handling of Inconsistent Structural Elements	1	Allowed
241	Draft	Improper Handling of Unexpected Data Type	1	Allowed
242	Draft	Use of Inherently Dangerous Function	1	Allowed
243	Draft	Creation of chroot Jail Without Changing Working Directory	1	Allowed
244	Draft	Improper Clearing of Heap Memory Before Release ('Heap Inspection')	1	Allowed
245	Draft	J2EE Bad Practices: Direct Management of Connections	1	Allowed
246	Draft	J2EE Bad Practices: Direct Use of Sockets	1	Allowed
247	Deprecated	DEPRECATED: Reliance on DNS Lookups in a Security Decision	1	Prohibited
248	Draft	Uncaught Exception	1	Allowed
249	Deprecated	DEPRECATED: Often Misused: Path Manipulation	1	Prohibited
250	Draft	Execution with Unnecessary Privileges	1	Allowed
252	Draft	Unchecked Return Value	1	Allowed
253	Incomplete	Incorrect Check of Function Return Value	1	Allowed
256	Incomplete	Plaintext Storage of a Password	1	Allowed
257	Incomplete	Storing Passwords in a Recoverable Format	1	Allowed
258	Incomplete	Empty Password in Configuration File	1	Allowed
259	Draft	Use of Hard-coded Password	1	Allowed
260	Incomplete	Password in Configuration File	1	Allowed
261	Incomplete	Weak Encoding for Password	1	Allowed
262	Draft	Not Using Password Aging	1	Allowed
263	Draft	Password Aging with Long Expiration	1	Allowed
266	Draft	Incorrect Privilege Assignment	1	Allowed
267	Incomplete	Privilege Defined With Unsafe Actions	1	Allowed
268	Draft	Privilege Chaining	1	Allowed
269	Draft	Improper Privilege Management	1	Discouraged
270	Draft	Privilege Context Switching Error	1	Allowed
271	Incomplete	Privilege Dropping / Lowering Errors	1	Allowed-with-Review
272	Incomplete	Least Privilege Violation	1	Allowed
273	Incomplete	Improper Check for Dropped Privileges	1	Allowed
274	Draft	Improper Handling of Insufficient Privileges	1	Discouraged
276	Draft	Incorrect Default Permissions	1	Allowed
277	Draft	Insecure Inherited Permissions	1	Allowed
278	Incomplete	Insecure Preserved Inherited Permissions	1	Allowed
279	Draft	Incorrect Execution-Assigned Permissions	1	Allowed
280	Draft	Improper Handling of Insufficient Permissions or Privileges 	1	Allowed
281	Draft	Improper Preservation of Permissions	1	Allowed
282	Draft	Improper Ownership Management	1	Allowed-with-Review
283	Draft	Unverified Ownership	1	Allowed
284	Incomplete	Improper Access Control	1	Discouraged
285	Draft	Improper Authorization	1	Discouraged
286	Incomplete	Incorrect User Management	1	Allowed-with-Review
287	Draft	Improper Authentication	1	Discouraged
288	Incomplete	Authentication Bypass Using an Alternate Path or Channel	1	Allowed
289	Incomplete	Authentication Bypass by Alternate Name	1	Allowed
290	Incomplete	Authentication Bypass by Spoofing	1	Allowed
291	Incomplete	Reliance on IP Address for Authentication	1	Allowed
292	Deprecated	DEPRECATED: Trusting Self-reported DNS Name	1	Prohibited
293	Draft	Using Referer Field for Authentication	1	Allowed
294	Incomplete	Authentication Bypass by Capture-replay	1	Allowed
295	Draft	Improper Certificate Validation	1	Allowed
296	Draft	Improper Following of a Certificate's Chain of Trust	1	Allowed
297	Incomplete	Improper Validation of Certificate with Host Mismatch	1	Allowed
298	Draft	Improper Validation of Certificate Expiration	1	Allowed
299	Draft	Improper Check for Certificate Revocation	1	Allowed
300	Draft	Channel Accessible by Non-Endpoint	1	Discouraged
301	Draft	Reflection Attack in an Authentication Protocol	1	Allowed
302	Incomplete	Authentication Bypass by Assumed-Immutable Data	1	Allowed
303	Draft	Incorrect Implementation of Authentication Algorithm	1	Allowed
304	Draft	Missing Critical Step in Authentication	1	Allowed
305	Draft	Authentication Bypass by Primary Weakness	1	Allowed
306	Draft	Missing Authentication for Critical Function	1	Allowed
307	Draft	Improper Restriction of Excessive Authentication Attempts	1	Allowed
308	Draft	Use of Single-factor Authentication	1	Allowed
309	Draft	Use of Password System for Primary Authentication	1	Allowed
311	Draft	Missing Encryption of Sensitive Data	1	Discouraged
312	Draft	Cleartext Storage of Sensitive Information	1	Allowed
313	Draft	Cleartext Storage in a File or on Disk	1	Allowed
314	Draft	Cleartext Storage in the Registry	1	Allowed
315	Draft	Cleartext Storage of Sensitive Information in a Cookie	1	Allowed
316	Draft	Cleartext Storage of Sensitive Information in Memory	1	Allowed
317	Draft	Cleartext Storage of Sensitive Information in GUI	1	Allowed
318	Draft	Cleartext Storage of Sensitive Information in Executable	1	Allowed
319	Draft	Cleartext Transmission of Sensitive Information	1	Allowed
321	Draft	Use of Hard-coded Cryptographic Key	1	Allowed
322	Draft	Key Exchange without Entity Authentication	1	Allowed
323	Incomplete	Reusing a Nonce, Key Pair in Encryption	1	Allowed
324	Draft	Use of a Key Past its Expiration Date	1	Allowed
325	Draft	Missing Cryptographic Step	1	Allowed
326	Draft	Inadequate Encryption Strength	1	Allowed-with-Review
327	Draft	Use of a Broken or Risky Cryptographic Algorithm	1	Allowed-with-Review
328	Draft	Use of Weak Hash	1	Allowed
329	Draft	Generation of Predictable IV with CBC Mode	1	Allowed
330	Stable	Use of Insufficiently Random Values	1	Discouraged
331	Draft	Insufficient Entropy	1	Allowed
332	Draft	Insufficient Entropy in PRNG	1	Allowed
333	Draft	Improper Handling of Insufficient Entropy in TRNG	1	Allowed
334	Draft	Small Space of Random Values	1	Allowed
335	Draft	Incorrect Usage of Seeds in Pseudo-Random Number Generator (PRNG)	1	Allowed
336	Draft	Same Seed in Pseudo-Random Number Generator (PRNG)	1	Allowed
337	Draft	Predictable Seed in Pseudo-Random Number Generator (PRNG)	1	Allowed
338	Draft	Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG)	1	Allowed
339	Draft	Small Seed Space in PRNG	1	Allowed
340	Incomplete	Generation of Predictable Numbers or Identifiers	1	Allowed-with-Review
341	Draft	Predictable from Observable State	1	Allowed
342	Draft	Predictable Exact Value from Previous Values	1	Allowed
343	Draft	Predictable Value Range from Previous Values	1	Allowed
344	Draft	Use of Invariant Value in Dynamically Changing Context	1	Allowed
345	Draft	Insufficient Verification of Data Authenticity	1	Discouraged
346	Draft	Origin Validation Error	1	Allowed-with-Review
347	Draft	Improper Verification of Cryptographic Signature	1	Allowed
348	Draft	Use of Less Trusted Source	1	Allowed
349	Draft	Acceptance of Extraneous Untrusted Data With Trusted Data	1	Allowed
350	Draft	Reliance on Reverse DNS Resolution for a Security-Critical Action	1	Allowed
351	Draft	Insufficient Type Distinction	1	Allowed
352	Stable	Cross-Site Request Forgery (CSRF)	1	Allowed
353	Draft	Missing Support for Integrity Check	1	Allowed
354	Draft	Improper Validation of Integrity Check Value	1	Allowed
356	Incomplete	Product UI does not Warn User of Unsafe Actions	1	Allowed
357	Draft	Insufficient UI Warning of Dangerous Operations	1	Allowed
358	Draft	Improperly Implemented Security Check for Standard	1	Allowed
359	Incomplete	Exposure of Private Personal Information to an Unauthorized Actor	1	Allowed
360	Incomplete	Trust of System Event Data	1	Allowed
362	Draft	Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition')	1	Allowed-with-Review
363	Draft	Race Condition Enabling Link Following	1	Allowed
364	Incomplete	Signal Handler Race Condition	1	Allowed
365	Deprecated	DEPRECATED: Race Condition in Switch	1	Prohibited
366	Draft	Race Condition within a Thread	1	Allowed
367	Incomplete	Time-of-check Time-of-use (TOCTOU) Race Condition	1	Allowed
368	Draft	Context Switching Race Condition	1	Allowed
369	Draft	Divide By Zero	1	Allowed
370	Draft	Missing Check for Certificate Revocation after Initial Check	1	Allowed
372	Draft	Incomplete Internal State Distinction	1	Discouraged
373	Deprecated	DEPRECATED: State Synchronization Error	1	Prohibited
374	Draft	Passing Mutable Objects to an Untrusted Method	1	Allowed
375	Draft	Returning a Mutable Object to an Untrusted Caller	1	Allowed
377	Incomplete	Insecure Temporary File	1	Allowed-with-Review
378	Draft	Creation of Temporary File With Insecure Permissions	1	Allowed
379	Incomplete	Creation of Temporary File in Directory with Insecure Permissions	1	Allowed
382	Draft	J2EE Bad Practices: Use of System.exit()	1	Allowed
383	Draft	J2EE Bad Practices: Direct Use of Threads	1	Allowed
384	Incomplete	Session Fixation	1	Allowed
385	Incomplete	Covert Timing Channel	1	Allowed
386	Draft	Symbolic Name not Mapping to Correct Object	1	Allowed
390	Draft	Detection of Error Condition Without Action	1	Allowed
391	Incomplete	Unchecked Error Condition	1	Prohibited
392	Draft	Missing Report of Error Condition	1	Allowed
393	Draft	Return of Wrong Status Code	1	Allowed
394	Draft	Unexpected Status Code or Return Value	1	Allowed
395	Draft	Use of NullPointerException Catch to Detect NULL Pointer Dereference	1	Allowed
396	Draft	Declaration of Catch for Generic Exception	1	Allowed
397	Draft	Declaration of Throws for Generic Exception	1	Allowed
400	Draft	Uncontrolled Resource Consumption	1	Discouraged
401	Draft	Missing Release of Memory after Effective Lifetime	1	Allowed
402	Draft	Transmission of Private Resources into a New Sphere ('Resource Leak')	1	Allowed-with-Review
403	Draft	Exposure of File Descriptor to Unintended Control Sphere ('File Descriptor Leak')	1	Allowed
404	Draft	Improper Resource Shutdown or Release	1	Allowed-with-Review
405	Incomplete	Asymmetric Resource Consumption (Amplification)	1	Allowed-with-Review
406	Incomplete	Insufficient Control of Network Message Volume (Network Amplification)	1	Allowed-with-Review
407	Incomplete	Inefficient Algorithmic Complexity	1	Allowed-with-Review
408	Draft	Incorrect Behavior Order: Early Amplification	1	Allowed
409	Incomplete	Improper Handling of Highly Compressed Data (Data Amplification)	1	Allowed
410	Incomplete	Insufficient Resource Pool	1	Allowed
412	Incomplete	Unrestricted Externally Accessible Lock	1	Allowed
413	Draft	Improper Resource Locking	1	Allowed
414	Draft	Missing Lock Check	1	Allowed
415	Draft	Double Free	1	Allowed
416	Stable	Use After Free	1	Allowed
419	Draft	Unprotected Primary Channel	1	Allowed
420	Draft	Unprotected Alternate Channel	1	Allowed
421	Draft	Race Condition During Access to Alternate Channel	1	Allowed
422	Draft	Unprotected Windows Messaging Channel ('Shatter')	1	Allowed
423	Deprecated	DEPRECATED: Proxied Trusted Channel	1	Prohibited
424	Draft	Improper Protection of Alternate Path	1	Allowed-with-Review
425	Incomplete	Direct Request ('Forced Browsing')	1	Allowed
426	Stable	Untrusted Search Path	1	Allowed
427	Draft	Uncontrolled Search Path Element	1	Allowed
428	Draft	Unquoted Search Path or Element	1	Allowed
430	Incomplete	Deployment of Wrong Handler	1	Allowed
431	Draft	Missing Handler	1	Allowed
432	Draft	Dangerous Signal Handler not Disabled During Sensitive Operations	1	Allowed
433	Incomplete	Unparsed Raw Web Content Delivery	1	Allowed
434	Draft	Unrestricted Upload of File with Dangerous Type	1	Allowed
435	Draft	Improper Interaction Between Multiple Correctly-Behaving Entities	1	Discouraged
436	Incomplete	Interpretation Conflict	1	Allowed-with-Review
437	Incomplete	Incomplete Model of Endpoint Features	1	Allowed
439	Draft	Behavioral Change in New Version or Environment	1	Allowed
440	Draft	Expected Behavior Violation	1	Allowed
441	Draft	Unintended Proxy or Intermediary ('Confused Deputy')	1	Allowed-with-Review
443	Deprecated	DEPRECATED: HTTP response splitting	1	Prohibited
444	Incomplete	Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling')	1	Allowed
446	Incomplete	UI Discrepancy for Security Feature	1	Allowed-with-Review
447	Draft	Unimplemented or Unsupported Feature in UI	1	Allowed
448	Draft	Obsolete Feature in UI	1	Allowed
449	Incomplete	The UI Performs the Wrong Action	1	Allowed
450	Draft	Multiple Interpretations of UI Input	1	Allowed
451	Draft	User Interface (UI) Misrepresentation of Critical Information	1	Allowed-with-Review
453	Draft	Insecure Default Variable Initialization	1	Allowed
454	Draft	External Initialization of Trusted Variables or Data Stores	1	Allowed
455	Draft	Non-exit on Failed Initialization	1	Allowed
456	Draft	Missing Initialization of a Variable	1	Allowed
457	Draft	Use of Uninitialized Variable	1	Allowed
458	Deprecated	DEPRECATED: Incorrect Initialization	1	Prohibited
459	Draft	Incomplete Cleanup	1	Allowed
460	Draft	Improper Cleanup on Thrown Exception	1	Allowed
462	Incomplete	Duplicate Key in Associative List (Alist)	1	Allowed
463	Incomplete	Deletion of Data Structure Sentinel	1	Allowed
464	Incomplete	Addition of Data Structure Sentinel	1	Allowed
466	Draft	Return of Pointer Value Outside of Expected Range	1	Allowed
467	Draft	Use of sizeof() on a Pointer Type	1	Allowed
468	Incomplete	Incorrect Pointer Scaling	1	Allowed
469	Draft	Use of Pointer Subtraction to Determine Size	1	Allowed
470	Draft	Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection')	1	Allowed
471	Draft	Modification of Assumed-Immutable Data (MAID)	1	Allowed
472	Draft	External Control of Assumed-Immutable Web Parameter	1	Allowed
473	Draft	PHP External Variable Modification	1	Allowed
474	Draft	Use of Function with Inconsistent Implementations	1	Allowed
475	Incomplete	Undefined Behavior for Input to API	1	Allowed
476	Stable	NULL Pointer Dereference	1	Allowed
477	Draft	Use of Obsolete Function	1	Allowed
478	Draft	Missing Default Case in Multiple Condition Expression	1	Allowed
479	Draft	Signal Handler Use of a Non-reentrant Function	1	Allowed
480	Draft	Use of Incorrect Operator	1	Allowed
481	Draft	Assigning instead of Comparing	1	Allowed
482	Draft	Comparing instead of Assigning	1	Allowed
483	Draft	Incorrect Block Delimitation	1	Allowed
484	Draft	Omitted Break Statement in Switch	1	Allowed
486	Draft	Comparison of Classes by Name	1	Allowed
487	Incomplete	Reliance on Package-level Scope	1	Allowed
488	Draft	Exposure of Data Element to Wrong Session	1	Allowed
489	Draft	Active Debug Code	1	Allowed
491	Draft	Public cloneable() Method Without Final ('Object Hijack')	1	Allowed
492	Draft	Use of Inner Class Containing Sensitive Data	1	Allowed
493	Draft	Critical Public Variable Without Final Modifier	1	Allowed
494	Draft	Download of Code Without Integrity Check	1	Allowed
